fecha,apertura
17/09/2014 00:00,465.864013671875
18/09/2014 00:00,456.8599853515625
19/09/2014 00:00,424.1029968261719
20/09/2014 00:00,394.6730041503906
21/09/2014 00:00,408.0849914550781
22/09/2014 00:00,399.1000061035156
23/09/2014 00:00,402.0920104980469
24/09/2014 00:00,435.7510070800781
25/09/2014 00:00,423.156005859375
26/09/2014 00:00,411.4289855957031
27/09/2014 00:00,403.5559997558594
28/09/2014 00:00,399.47100830078125
29/09/2014 00:00,376.9280090332031
30/09/2014 00:00,376.0880126953125
01/10/2014 00:00,387.427001953125
02/10/2014 00:00,383.9880065917969
03/10/2014 00:00,375.1809997558594
04/10/2014 00:00,359.8919982910156
05/10/2014 00:00,328.9159851074219
06/10/2014 00:00,320.3890075683594
07/10/2014 00:00,330.5840148925781
08/10/2014 00:00,336.1159973144531
09/10/2014 00:00,352.74798583984375
10/10/2014 00:00,364.68701171875
11/10/2014 00:00,361.36199951171875
12/10/2014 00:00,362.6059875488281
13/10/2014 00:00,377.9209899902344
14/10/2014 00:00,391.6919860839844
15/10/2014 00:00,400.9549865722656
16/10/2014 00:00,394.51800537109375
17/10/2014 00:00,382.7560119628906
18/10/2014 00:00,383.97601318359375
19/10/2014 00:00,391.2539978027344
20/10/2014 00:00,389.2309875488281
21/10/2014 00:00,382.4209899902344
22/10/2014 00:00,386.1180114746094
23/10/2014 00:00,382.9620056152344
24/10/2014 00:00,358.59100341796875
25/10/2014 00:00,358.6109924316406
26/10/2014 00:00,347.48699951171875
27/10/2014 00:00,354.7770080566406
28/10/2014 00:00,353.2149963378906
29/10/2014 00:00,357.0889892578125
30/10/2014 00:00,335.7090148925781
31/10/2014 00:00,345.0090026855469
01/11/2014 00:00,338.6499938964844
02/11/2014 00:00,326.07501220703125
03/11/2014 00:00,325.5690002441406
04/11/2014 00:00,327.1610107421875
05/11/2014 00:00,330.6830139160156
06/11/2014 00:00,339.4580078125
07/11/2014 00:00,349.8179931640625
08/11/2014 00:00,342.15399169921875
09/11/2014 00:00,345.3760070800781
10/11/2014 00:00,362.2650146484375
11/11/2014 00:00,365.85699462890625
12/11/2014 00:00,367.9849853515625
13/11/2014 00:00,427.27301025390625
14/11/2014 00:00,418.4169921875
15/11/2014 00:00,399.6499938964844
16/11/2014 00:00,374.7300109863281
17/11/2014 00:00,388.3489990234375
18/11/2014 00:00,387.7850036621094
19/11/2014 00:00,373.89599609375
20/11/2014 00:00,380.3070068359375
21/11/2014 00:00,357.8789978027344
22/11/2014 00:00,351.60400390625
23/11/2014 00:00,353.17498779296875
24/11/2014 00:00,366.947998046875
25/11/2014 00:00,376.885986328125
26/11/2014 00:00,376.0190124511719
27/11/2014 00:00,370.50201416015625
28/11/2014 00:00,369.3739929199219
29/11/2014 00:00,376.1520080566406
30/11/2014 00:00,375.510009765625
01/12/2014 00:00,378.2489929199219
02/12/2014 00:00,379.25
03/12/2014 00:00,381.72198486328125
04/12/2014 00:00,375.7179870605469
05/12/2014 00:00,369.4419860839844
06/12/2014 00:00,376.7569885253906
07/12/2014 00:00,374.83599853515625
08/12/2014 00:00,374.9649963378906
09/12/2014 00:00,361.8949890136719
10/12/2014 00:00,352.2049865722656
11/12/2014 00:00,344.3399963378906
12/12/2014 00:00,350.8330078125
13/12/2014 00:00,352.3810119628906
14/12/2014 00:00,346.72698974609375
15/12/2014 00:00,351.3609924316406
16/12/2014 00:00,345.6730041503906
17/12/2014 00:00,326.8550109863281
18/12/2014 00:00,319.7850036621094
19/12/2014 00:00,311.1789855957031
20/12/2014 00:00,317.6189880371094
21/12/2014 00:00,329.5429992675781
22/12/2014 00:00,321.0679931640625
23/12/2014 00:00,332.0169982910156
24/12/2014 00:00,334.385009765625
25/12/2014 00:00,322.2860107421875
26/12/2014 00:00,319.1520080566406
27/12/2014 00:00,327.5830078125
28/12/2014 00:00,316.1600036621094
29/12/2014 00:00,317.70098876953125
30/12/2014 00:00,312.718994140625
31/12/2014 00:00,310.91400146484375
01/01/2015 00:00,320.43499755859375
02/01/2015 00:00,314.0790100097656
03/01/2015 00:00,314.84600830078125
04/01/2015 00:00,281.14599609375
05/01/2015 00:00,265.0840148925781
06/01/2015 00:00,274.6109924316406
07/01/2015 00:00,286.0769958496094
08/01/2015 00:00,294.135009765625
09/01/2015 00:00,282.38299560546875
10/01/2015 00:00,287.3030090332031
11/01/2015 00:00,274.6080017089844
12/01/2015 00:00,266.14599609375
13/01/2015 00:00,267.3940124511719
14/01/2015 00:00,223.8939971923828
15/01/2015 00:00,176.89700317382812
16/01/2015 00:00,209.07000732421875
17/01/2015 00:00,207.83399963378906
18/01/2015 00:00,200.0500030517578
19/01/2015 00:00,211.4709930419922
20/01/2015 00:00,212.90699768066406
21/01/2015 00:00,211.3780059814453
22/01/2015 00:00,227.32200622558594
23/01/2015 00:00,233.51699829101562
24/01/2015 00:00,232.6999969482422
25/01/2015 00:00,247.3520050048828
26/01/2015 00:00,254.07899475097656
27/01/2015 00:00,273.1669921875
28/01/2015 00:00,263.35101318359375
29/01/2015 00:00,233.34800720214844
30/01/2015 00:00,232.77200317382812
31/01/2015 00:00,226.4409942626953
01/02/2015 00:00,216.86700439453125
02/02/2015 00:00,226.49099731445312
03/02/2015 00:00,237.45399475097656
04/02/2015 00:00,227.51100158691406
05/02/2015 00:00,227.6649932861328
06/02/2015 00:00,216.92300415039062
07/02/2015 00:00,222.63299560546875
08/02/2015 00:00,227.6929931640625
09/02/2015 00:00,223.38900756835938
10/02/2015 00:00,220.28199768066406
11/02/2015 00:00,219.73199462890625
